objectid,facilityname,facilitytype,landline,address,street,landmark,locality,subdistrict,district,state,posatalcode,country,geometry,index_right,ward_lgd_code,ward_lgd_name,sourcewardname,sourcewardcode
52884,Vekariya,Sub Centre,,Sub Centre VEKARIYA,,Near Panchayat Office,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.06392199994444 22.819880000067073),,,,,
52886,Salajda,Sub Centre,,Sub Centre Salajda,Nr. Primary School,Nr.Water Tank,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.38448700024855 22.793147999824953),,,,,
52888,Keliyavasna,Sub Centre,9099064471,Sub Centre keliyavasna,,NEAR BUS STATION Keliyavasna,TA. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.45540200034193 22.778726999790297),,,,,
52889,Dehgamda,Sub Centre,,SUb Centre Dehgamda,Bus Station Road,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.25490900005103 22.766977000322928),,,,,
52904,Kesardi,Sub Centre,,Sub Centre Keshardi,Nr. Anganwadi Center,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382240,India,POINT (72.22123699999705 22.736004999641402),,,,,
52905,Bhayla,Sub Centre,,Sub Centre Bhayla,Nr. Water Tank,Opp. Primary School,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382220,India,POINT (72.31483300035379 22.758482999779808),,,,,
52919,Sathal,Sub Centre,,Sub Center Sathal,,Near Water Tank,Ta. Dholka,Dholka,Ahmadabad,Gujarat,382225,India,POINT (72.51456699968813 22.72779719971992),,,,,
52923,Kalyangadh,Sub Centre,,Sub Centre Kalyangadh,Nr. Co Operative Society,,Ta. Bavla,Bavla,Ahmadabad,Gujarat,382240,India,POINT (72.27297599969023 22.716870999755358),,,,,
53417,Sitapur,Primary Health Centre,02715 259203,Primary Health Centre Sitapur,,Near Bus Stand Sitapur,Ta. Mandal,Mandal,Ahmadabad,Gujarat,382130,India,POINT (71.99376799955918 23.454806999752545),,,,,
54531,Viramgam-2,Sub Centre,,Sub Centre Viramgam,Boradibajar road Viramgam,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.05190699978168 23.121522000003893),,,,,
54536,Viramgam-1,Sub Centre,,Sub Centre Viramgam 1,Boradibajar Road Viramgam,,,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.04988099967697 23.121213999960997),,,,,
54544,Goraiya,Primary Health Centre,2715246700,Primary Health Centre GORAIYA,,"Near Panchayat Office,Goraiya",Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (71.92801600008593 23.1326979998108),,,,,
54549,Sokli,Sub Centre,,Sub Centre SOKLI,,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.11004400035436 23.09719399989186),,,,,
54554,Andej,Sub Centre,,Subcenter Andej,,,Ta. sanand,Sanand,Ahmadabad,Gujarat,382115,India,POINT (72.32638800020902 23.092264000109573),,,,,
54556,Chekhla,Sub Centre,01717-272226,Sub Centre Chekhla,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382115,India,POINT (72.36269499973982 23.073633000113638),,,,,
54565,Viramgam,Urban Health Centre,2715233234,Urban Health Centre Viramgam,Boradibajar Road Viramgam,,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.05274209972094 23.123637700200746),,,,,
54569,Viramgam,Community Health Centre,2715233225,Community Health Centre VIRAMGAM,"Mandalroad, Viramgam",,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (72.04423199970837 23.129183999900274),,,,,
54573,Goraiya,Sub Centre,,Sub Centre GORAIYA,,-,Ta. Viramgam,Viramgam,Ahmadabad,Gujarat,382150,India,POINT (71.92747100028788 23.133028000258527),,,,,
54574,Vahelal,Sub Centre,2718247004,Sub Centre vahelal,,Opp. Panchayat,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.75848000006665 23.07922959963797),,,,,
54585,Khodiyar,Sub Centre,,Sub Centre KHODIYAR,,,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382421,India,POINT (72.53527160032522 23.141900999841095),,,,,
54586,Bhat,Sub Centre,,Sub Centre BHAT,,,Ta. Daskroi,Sabarmati,Ahmadabad,Gujarat,382210,India,POINT (72.61409800024377 23.104533000067985),27.0,1302504.0,"Sabarmati, Ahmedabad (M.Corp.) Ward No. 4",Sabarmati,4
54589,Chekhla,Primary Health Centre,,Primary Health Centre Chekhla,,,Ta. Sanand,Sanand,Ahmadabad,Gujarat,382115,India,POINT (72.36317799961355 23.074507999818636),,,,,
55069,Singarwa-1,Sub Centre,,Sub Centre Singarva-1,,Near Primary School And Water Tank,Ta. Daskroi,Daskroi,Ahmadabad,Gujarat,382330,India,POINT (72.70119369957646 23.02895560013766),,,,,
